##########################
# CHINESE ESTATE BUILDINGS
##########################

# BUILDING VALUES

@east_asian_estate_main_construction_time = 730
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_pass_office_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_pass_office_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_county_control_growth_factor = 0.05
		monthly_merit_per_liege_tax = @east_asian_manor_monthly_merit_per_liege_tax_1
		character_travel_safety = 2
	}
	province_modifier = {
		travel_danger = @east_asian_manor_travel_danger_2
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_minister_office.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_pass_office_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_pass_office_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_county_control_growth_factor = 0.05
		monthly_merit_per_liege_tax = @east_asian_manor_monthly_merit_per_liege_tax_1
		character_travel_safety = 2
	}
	province_modifier = {
		travel_danger = @east_asian_manor_travel_danger_2
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_minister_office.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_gunpowder_storage_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_watchtower_01

	can_construct = {
		always = no
		#culture = {
		#	has_innovation = innovation_fire_medicine 
		#}
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
		gunpowder_limit_1
	}
	character_modifier = {
		gunpowder_damage_mult = 0.04
		gunpowder_toughness_mult = 0.04
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_2
	}
	province_modifier = {
		stationed_siege_weapon_siege_value_mult = normal_maa_siege_value_tier_1
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/building_types/icon_building_powder_magazine.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_gunpowder_storage_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_gunpowder_storage_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
		gunpowder_limit_1
	}
	character_modifier = {
		gunpowder_damage_mult = 0.04
		gunpowder_toughness_mult = 0.04
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_2
	}
	province_modifier = {
		stationed_siege_weapon_siege_value_mult = normal_maa_siege_value_tier_1
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/building_types/icon_building_powder_magazine.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_gunpowder_storage_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_gunpowder_storage_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
		gunpowder_limit_2
	}
	character_modifier = {
		gunpowder_damage_mult = 0.04
		gunpowder_toughness_mult = 0.04
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_2
	}
	province_modifier = {
		stationed_siege_weapon_siege_value_mult = normal_maa_siege_value_tier_1
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/building_types/icon_building_powder_magazine.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_gunpowder_storage_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_gunpowder_storage_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
		gunpowder_limit_2
	}
	character_modifier = {
		gunpowder_damage_mult = 0.04
		gunpowder_toughness_mult = 0.04
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_2
	}
	province_modifier = {
		stationed_siege_weapon_siege_value_mult = normal_maa_siege_value_tier_1
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/building_types/icon_building_powder_magazine.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_signal_fires_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_watchtower_01

	can_construct = {
		trigger_if = {
			limit = {
				this != top_liege
			}
			is_governor = yes
		}
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		movement_speed = 0.03
		monthly_merit_mult = @east_asian_manor_monthly_merit_mult_1
	}
	province_modifier = {
		county_opinion_add = 3
		travel_danger = @east_asian_manor_travel_danger_1
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_campfire.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_signal_fires_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_signal_fires_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
	}
	character_modifier = {
		movement_speed = 0.03
		monthly_merit_mult = @east_asian_manor_monthly_merit_mult_1
	}
	province_modifier = {
		county_opinion_add = 3
		travel_danger = @east_asian_manor_travel_danger_1
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_campfire.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_signal_fires_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_signal_fires_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
	character_modifier = {
		movement_speed = 0.03
		monthly_merit_mult = @east_asian_manor_monthly_merit_mult_1
	}
	province_modifier = {
		county_opinion_add = 3
		travel_danger = @east_asian_manor_travel_danger_1
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_campfire.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_signal_fires_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_signal_fires_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
	}
	character_modifier = {
		movement_speed = 0.03
		monthly_merit_mult = @east_asian_manor_monthly_merit_mult_1
	}
	province_modifier = {
		county_opinion_add = 3
		travel_danger = @east_asian_manor_travel_danger_1
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_campfire.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_regular_patrols_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_watchtower_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		character_travel_safety = 2
		domicile_monthly_gold_mult = @east_asian_manor_monthly_gold_mult_3
	}
	province_modifier = {
		tax_mult = 0.02
		monthly_county_control_growth_add = 0.2
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_camp_perimiter.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_regular_patrols_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_regular_patrols_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
	}
	character_modifier = {
		character_travel_safety = 2
		domicile_monthly_gold_mult = @east_asian_manor_monthly_gold_mult_3
	}
	province_modifier = {
		tax_mult = 0.02
		monthly_county_control_growth_add = 0.2
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_camp_perimiter.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_regular_patrols_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_regular_patrols_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
	character_modifier = {
		character_travel_safety = 2
		domicile_monthly_gold_mult = @east_asian_manor_monthly_gold_mult_3
	}
	province_modifier = {
		tax_mult = 0.02
		monthly_county_control_growth_add = 0.2
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_camp_perimiter.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_regular_patrols_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_regular_patrols_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
	}
	character_modifier = {
		character_travel_safety = 2
		domicile_monthly_gold_mult = @east_asian_manor_monthly_gold_mult_3
	}
	province_modifier = {
		tax_mult = 0.02
		monthly_county_control_growth_add = 0.2
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_camp_perimiter.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_crossbow_storage_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_watchtower_01

	can_construct = {
		custom_tooltip = {
			text = celestial_military_appointment_allowed_desc
			OR = {
				vassal_contract_has_flag = celestial_military_appointment
				vassal_contract_has_flag = meritocratic_military_appointment
			}
		}
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit_per_title_maa_value = @east_asian_manor_monthly_merit_per_title_maa_value_1
		archers_maintenance_mult = -0.025
	}
	province_modifier = {
		stationed_archers_damage_mult = 0.05
		stationed_archers_toughness_mult = 0.05
		defender_holding_advantage = 2
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_crossbow_storage.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_crossbow_storage_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_crossbow_storage_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit_per_title_maa_value = @east_asian_manor_monthly_merit_per_title_maa_value_1
		archers_maintenance_mult = -0.025
	}
	province_modifier = {
		stationed_archers_damage_mult = 0.05
		stationed_archers_toughness_mult = 0.05
		defender_holding_advantage = 2
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_crossbow_storage.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_crossbow_storage_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_crossbow_storage_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit_per_title_maa_value = @east_asian_manor_monthly_merit_per_title_maa_value_1
		archers_maintenance_mult = -0.025
	}
	province_modifier = {
		stationed_archers_damage_mult = 0.05
		stationed_archers_toughness_mult = 0.05
		defender_holding_advantage = 2
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_crossbow_storage.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_crossbow_storage_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_crossbow_storage_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit_per_title_maa_value = @east_asian_manor_monthly_merit_per_title_maa_value_1
		archers_maintenance_mult = -0.025
		men_at_arms_cap = 1
	}
	province_modifier = {
		stationed_archers_damage_mult = 0.05
		stationed_archers_toughness_mult = 0.05
		defender_holding_advantage = 2
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_crossbow_storage.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_aviary_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_garden_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		owned_political_scheme_success_chance_add = 3
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_2
		character_travel_speed_mult = @east_asian_manor_character_travel_speed_mult
		trait_track_lifestyle_poet_xp_gain_mult = @east_asian_manor_trait_track_lifestyle_poet_xp_gain_mult_2
	}
	province_modifier = {
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_falcon_yurt.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_aviary_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_aviary_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
	}
	character_modifier = {
		owned_political_scheme_success_chance_add = 3
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_2
		character_travel_speed_mult = @east_asian_manor_character_travel_speed_mult
		trait_track_lifestyle_poet_xp_gain_mult = @east_asian_manor_trait_track_lifestyle_poet_xp_gain_mult_2
	}
	province_modifier = {
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_falcon_yurt.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_aviary_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_aviary_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
	character_modifier = {
		owned_political_scheme_success_chance_add = 3
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_2
		character_travel_speed_mult = @east_asian_manor_character_travel_speed_mult
		trait_track_lifestyle_poet_xp_gain_mult = @east_asian_manor_trait_track_lifestyle_poet_xp_gain_mult_2
	}
	province_modifier = {
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_falcon_yurt.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_aviary_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_aviary_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
	}
	character_modifier = {
		owned_political_scheme_success_chance_add = 3
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_2
		character_travel_speed_mult = @east_asian_manor_character_travel_speed_mult
		trait_track_lifestyle_poet_xp_gain_mult = @east_asian_manor_trait_track_lifestyle_poet_xp_gain_mult_2
	}
	province_modifier = {
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_falcon_yurt.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_four_gentlemen_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_garden_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit = @east_asian_manor_monthly_merit_3
		domicile_monthly_piety_add = 0.2
	}
	province_modifier = {
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_four_gentlemen.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_four_gentlemen_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_four_gentlemen_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit = @east_asian_manor_monthly_merit_3
		domicile_monthly_piety_add = 0.2
	}
	province_modifier = {
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_four_gentlemen.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_four_gentlemen_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_four_gentlemen_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit = @east_asian_manor_monthly_merit_3
		domicile_monthly_piety_add = 0.2
	}
	province_modifier = {
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_four_gentlemen.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_four_gentlemen_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_four_gentlemen_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
	}
	character_modifier = {
		monthly_merit = @east_asian_manor_monthly_merit_3
		domicile_monthly_piety_add = 0.2
	}
	province_modifier = {
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_four_gentlemen.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_scholars_rocks_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_garden_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		confucian_education_xp_gain_mult = @east_asian_manor_confucian_education_xp_gain_mult_2
		monthly_lifestyle_xp_gain_mult = 0.01
		monthly_merit_mult = @east_asian_manor_monthly_merit_mult_1
	}
	province_modifier = {
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_rock_garden.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_scholars_rocks_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_scholars_rocks_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
	}
	character_modifier = {
		confucian_education_xp_gain_mult = @east_asian_manor_confucian_education_xp_gain_mult_2
		monthly_lifestyle_xp_gain_mult = 0.01
		monthly_merit_mult = @east_asian_manor_monthly_merit_mult_1
	}
	province_modifier = {
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_rock_garden.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_scholars_rocks_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_scholars_rocks_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
	character_modifier = {
		confucian_education_xp_gain_mult = @east_asian_manor_confucian_education_xp_gain_mult_2
		monthly_lifestyle_xp_gain_mult = 0.01
		monthly_merit_mult = @east_asian_manor_monthly_merit_mult_1
	}
	province_modifier = {
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_rock_garden.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_scholars_rocks_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_scholars_rocks_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
	}
